student,weak_knowledge
1081,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20, 22, 23, 25, 26, 27, 29, 30, 31, 33, 34, 35, 37, 38, 40, 41, 42, 43, 45, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 86, 87, 88, 89, 91, 94, 95, 96, 98, 99, 100, 101]"
1082,"[1, 4, 6, 7, 9, 10, 11, 13, 17, 18, 19, 20, 21, 22, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39, 42, 44, 45, 47, 48, 53, 56, 57, 58, 60, 63, 64, 65, 66, 67, 69, 70, 71, 72, 75, 77, 78, 79, 81, 83, 84, 86, 87, 88, 89, 90, 91, 92, 94, 95, 96, 98, 99, 100]"
1083,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 30, 32, 33, 35, 36, 37, 38, 39, 40, 41, 43, 44, 46, 48, 49, 54, 55, 56, 58, 59, 62, 64, 65, 66, 68, 69, 70, 72, 74, 75, 76, 77, 80, 81, 82, 83, 85, 87, 88, 89, 92, 93, 94, 96, 97, 98, 101]"
1084,"[2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 23, 24, 25, 26, 27, 28, 29, 32, 33, 34, 36, 37, 38, 39, 40, 44, 45, 46, 47, 48, 49, 51, 52, 54, 55, 58, 60, 61, 62, 66, 67, 68, 70, 71, 73, 77, 78, 81, 82, 85, 86, 88, 89, 90, 91, 92, 94, 95, 97, 98, 99, 101]"
1085,"[10, 16, 17, 19, 20, 21, 23, 31, 48, 49, 56, 76, 78, 79, 80, 81, 82, 83, 84, 89, 91, 99, 100, 101]"
1086,"[1, 2, 3, 7, 10, 11, 15, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31, 32, 34, 35, 36, 37, 38, 44, 45, 48, 50, 51, 53, 55, 56, 57, 59, 60, 61, 63, 64, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 79, 80, 83, 84, 85, 87, 88, 90, 91, 92, 93, 95, 97, 99, 100]"
1087,"[1, 5, 6, 7, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 23, 26, 27, 29, 31, 33, 34, 35, 36, 38, 39, 42, 44, 46, 47, 48, 49, 52, 53, 54, 55, 56, 58, 59, 60, 61, 62, 63, 65, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 81, 82, 83, 84, 85, 86, 88, 90, 91, 92, 93, 94, 97, 100, 101]"
1088,"[1, 2, 3, 4, 7, 8, 9, 11, 12, 15, 16, 17, 18, 20, 21, 22, 23, 25, 26, 27, 28, 32, 33, 34, 35, 36, 37, 42, 43, 44, 45, 46, 47, 49, 50, 53, 58, 59, 60, 61, 65, 67, 68, 69, 70, 71, 74, 75, 78, 79, 80, 82, 83, 85, 86, 88, 89, 90, 91, 92, 93, 95, 96, 98, 99, 100]"
1089,"[1, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 39, 40, 42, 44, 45, 46, 47, 50, 51, 53, 54, 56, 58, 59, 60, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 79, 80, 81, 83, 84, 86, 89, 90, 92, 94, 98, 101]"
1090,"[1, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 16, 17, 20, 21, 24, 25, 26, 29, 30, 31, 34, 35, 36, 42, 43, 45, 47, 48, 52, 53, 54, 55, 56, 58, 59, 61, 62, 64, 65, 67, 68, 69, 71, 72, 73, 74, 75, 76, 78, 79, 80, 82, 83, 84, 85, 86, 87, 88, 89, 90, 93, 94, 95, 96, 97, 98, 101]"
1091,"[2, 10, 16, 17, 19, 20, 22, 23, 26, 28, 29, 31, 32, 33, 34, 41, 43, 44, 55, 57, 61, 62, 65, 66, 70, 73, 74, 75, 76, 80, 81, 85, 87, 90, 96, 98, 99, 100, 101]"
1092,"[1, 2, 3, 5, 6, 8, 9, 10, 11, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 28, 29, 30, 31, 32, 33, 35, 36, 37, 39, 41, 43, 44, 45, 47, 48, 49, 50, 52, 55, 56, 58, 59, 60, 62, 63, 65, 67, 68, 69, 72, 73, 75, 77, 78, 79, 80, 81, 82, 83, 84, 86, 87, 89, 90, 91, 93, 95, 96, 99, 100]"
1093,"[1, 7, 9, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 25, 30, 31, 32, 41, 50, 53, 54, 59, 65, 67, 68, 69, 73, 74, 78, 79, 80, 82, 83, 84, 85, 86, 87, 88, 89, 94, 97, 99, 100, 101]"
1094,"[1, 2, 3, 6, 9, 10, 12, 13, 14, 16, 18, 20, 21, 22, 23, 24, 26, 29, 30, 31, 34, 35, 37, 39, 41, 42, 43, 46, 47, 49, 50, 51, 52, 54, 55, 56, 59, 61, 62, 63, 64, 65, 66, 67, 69, 72, 74, 76, 79, 80, 81, 83, 84, 85, 86, 88, 89, 90, 92, 93, 94, 95, 97, 98, 99, 100, 101]"
1095,"[2, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 65, 66, 67, 68, 69, 70, 72, 73, 74, 75, 76, 78, 79, 80, 81, 82, 84, 85, 87, 88, 89, 90, 92, 95, 96, 99, 101]"
1096,"[1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 25, 26, 27, 30, 32, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 48, 49, 50, 52, 53, 54, 55, 58, 59, 60, 61, 63, 64, 66, 68, 69, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 91, 92, 95, 96, 98, 101]"
1097,"[2, 3, 4, 7, 8, 10, 12, 13, 15, 17, 18, 19, 20, 22, 24, 25, 28, 29, 31, 33, 34, 36, 38, 40, 41, 44, 48, 49, 50, 51, 52, 54, 56, 59, 60, 61, 64, 65, 67, 68, 71, 73, 74, 75, 77, 78, 79, 81, 83, 85, 86, 87, 89, 93, 94, 96, 97, 99, 100]"
1098,"[2, 4, 9, 12, 16, 17, 18, 19, 20, 22, 23, 25, 28, 30, 49, 55, 62, 73, 78, 79, 80, 82, 83, 84, 85, 87, 89, 90, 92, 94, 95, 97, 98, 100, 101]"
1099,"[1, 4, 5, 8, 9, 10, 11, 13, 16, 17, 18, 22, 24, 25, 26, 27, 28, 29, 30, 31, 34, 35, 36, 37, 39, 42, 44, 45, 47, 48, 49, 51, 52, 53, 54, 55, 56, 59, 61, 62, 63, 65, 66, 67, 69, 70, 71, 72, 73, 77, 78, 79, 80, 82, 83, 84, 85, 87, 89, 92, 94, 95, 97, 98, 99, 101]"
1100,"[1, 7, 8, 10, 12, 14, 19, 20, 21, 23, 24, 28, 29, 34, 35, 36, 40, 41, 45, 47, 48, 49, 51, 54, 56, 58, 59, 62, 67, 69, 71, 72, 74, 75, 78, 79, 80, 81, 82, 85, 86, 87, 89, 90, 91, 93, 94, 95, 96, 98, 100, 101]"
1101,"[2, 3, 9, 10, 11, 13, 16, 17, 19, 20, 21, 23, 25, 28, 36, 38, 41, 44, 49, 50, 55, 56, 63, 65, 67, 70, 72, 73, 76, 81, 82, 84, 86, 89, 90, 91, 93, 94, 100, 101]"
1102,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 23, 25, 26, 27, 28, 29, 30, 31, 32, 35, 37, 38, 39, 40, 41, 44, 45, 47, 48, 49, 51, 55, 56, 57, 58, 59, 62, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 82, 83, 85, 88, 89, 90, 91, 92, 93, 94, 96, 98, 99, 100, 101]"
1103,"[2, 3, 6, 8, 9, 13, 15, 16, 18, 19, 20, 21, 22, 23, 25, 26, 30, 31, 32, 34, 41, 44, 46, 47, 50, 51, 52, 56, 58, 59, 60, 61, 62, 65, 66, 69, 70, 75, 78, 79, 80, 82, 83, 88, 89, 90, 91, 93, 94, 95, 96, 98, 100, 101]"
1104,"[10, 16, 17, 18, 20, 21, 22, 26, 41, 45, 50, 52, 55, 61, 68, 73, 76, 78, 83, 89, 90, 93, 94, 95, 96, 97, 99, 100, 101]"
1105,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 35, 36, 37, 38, 40, 41, 43, 47, 49, 50, 51, 53, 56, 58, 59, 60, 61, 62, 63, 64, 67, 68, 69, 70, 71, 72, 75, 78, 81, 82, 83, 84, 86, 89, 90, 91, 92, 93, 95, 98, 99, 100]"
1106,"[1, 6, 9, 10, 12, 13, 14, 16, 17, 18, 19, 23, 24, 26, 29, 31, 32, 33, 34, 35, 37, 38, 39, 41, 42, 47, 48, 53, 54, 58, 60, 64, 67, 68, 69, 74, 76, 77, 79, 81, 82, 84, 85, 86, 88, 89, 90, 93, 95, 96, 97, 99, 100, 101]"
1107,"[2, 3, 7, 10, 11, 12, 13, 14, 16, 17, 19, 20, 21, 23, 24, 25, 26, 27, 28, 30, 31, 32, 35, 36, 37, 40, 41, 42, 45, 51, 52, 53, 54, 55, 57, 58, 59, 65, 67, 68, 69, 71, 72, 73, 74, 76, 77, 80, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 94, 95, 97, 98, 99, 101]"
1108,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 24, 26, 27, 29, 31, 32, 33, 34, 35, 36, 37, 41, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 56, 57, 59, 60, 61, 63, 64, 65, 66, 68, 69, 72, 73, 74, 75, 76, 79, 80, 81, 83, 85, 86, 87, 88, 89, 90, 92, 93, 94, 95, 97, 98, 99, 100]"
1109,"[2, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 17, 18, 19, 20, 23, 24, 26, 27, 28, 29, 30, 31, 34, 36, 37, 41, 42, 43, 44, 45, 47, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60, 61, 64, 65, 66, 67, 68, 69, 71, 72, 73, 74, 75, 76, 77, 78, 80, 84, 85, 87, 89, 90, 91, 92, 94, 97, 98, 99, 100]"
1110,"[1, 3, 4, 6, 7, 9, 10, 12, 13, 15, 16, 18, 19, 22, 23, 24, 25, 30, 31, 33, 34, 35, 37, 40, 41, 42, 44, 47, 48, 49, 52, 53, 55, 58, 60, 61, 62, 63, 64, 66, 68, 69, 70, 71, 72, 74, 75, 76, 77, 78, 81, 82, 83, 84, 85, 86, 87, 88, 91, 92, 95, 96, 97, 98, 99, 100]"
1111,"[1, 2, 4, 7, 10, 13, 14, 16, 17, 19, 20, 21, 23, 26, 28, 32, 33, 34, 35, 36, 41, 43, 44, 48, 50, 52, 57, 59, 60, 62, 63, 66, 73, 76, 78, 80, 81, 82, 84, 87, 88, 89, 90, 91, 95, 98, 100, 101]"
1112,"[2, 3, 4, 8, 10, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 31, 32, 33, 34, 36, 37, 40, 44, 45, 47, 49, 50, 53, 54, 56, 57, 59, 62, 65, 66, 68, 71, 73, 74, 75, 76, 79, 80, 81, 82, 83, 85, 86, 87, 88, 92, 93, 94, 95, 97, 98, 100, 101]"
1113,"[1, 2, 3, 4, 5, 7, 9, 10, 13, 15, 17, 18, 19, 20, 23, 25, 27, 28, 30, 31, 32, 35, 36, 37, 39, 40, 41, 44, 45, 46, 47, 48, 49, 52, 53, 54, 57, 58, 61, 62, 64, 65, 66, 67, 68, 71, 72, 74, 75, 76, 77, 78, 79, 81, 82, 84, 86, 87, 88, 89, 90, 91, 92, 93, 95, 96, 97, 98, 100, 101]"
1114,"[1, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29, 31, 32, 33, 35, 36, 37, 40, 41, 45, 46, 47, 50, 51, 52, 53, 54, 55, 56, 57, 59, 61, 62, 64, 66, 67, 68, 70, 72, 73, 74, 77, 78, 80, 82, 83, 84, 85, 87, 88, 91, 92, 94, 95, 98, 99, 100, 101]"
1115,"[1, 4, 6, 7, 9, 10, 11, 12, 16, 18, 19, 20, 21, 23, 24, 28, 29, 30, 32, 33, 38, 41, 42, 43, 44, 45, 46, 47, 50, 54, 56, 60, 62, 66, 67, 68, 70, 73, 76, 80, 81, 82, 84, 85, 86, 87, 88, 91, 92, 93, 94, 95, 96, 98, 99]"
1116,"[2, 4, 10, 12, 13, 16, 18, 19, 20, 22, 23, 30, 31, 32, 34, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 50, 51, 53, 54, 55, 56, 61, 63, 65, 67, 69, 70, 73, 74, 76, 78, 81, 82, 83, 84, 85, 87, 88, 89, 91, 93, 94, 98, 100, 101]"
1117,"[3, 4, 6, 7, 9, 10, 11, 12, 14, 15, 17, 20, 22, 23, 25, 26, 27, 29, 31, 33, 34, 35, 36, 42, 43, 44, 45, 47, 48, 49, 50, 51, 52, 53, 55, 56, 58, 59, 60, 61, 65, 66, 67, 68, 70, 72, 74, 76, 77, 78, 84, 85, 87, 88, 89, 90, 92, 93, 95, 96, 97, 99, 100, 101]"
1118,"[2, 4, 5, 6, 8, 9, 17, 18, 19, 21, 22, 23, 24, 26, 27, 28, 30, 32, 33, 34, 36, 39, 40, 42, 46, 48, 49, 50, 51, 53, 54, 55, 56, 57, 59, 61, 62, 63, 65, 66, 67, 69, 72, 73, 75, 77, 78, 79, 80, 81, 82, 83, 84, 85, 87, 89, 90, 91, 92, 93, 97, 99, 100]"
1119,"[3, 4, 6, 7, 10, 11, 12, 13, 14, 19, 20, 21, 22, 23, 27, 28, 29, 32, 34, 35, 36, 37, 39, 40, 41, 42, 44, 46, 48, 49, 50, 51, 52, 53, 54, 55, 56, 58, 59, 62, 63, 64, 65, 66, 67, 68, 69, 73, 74, 75, 76, 79, 80, 81, 82, 83, 87, 88, 89, 90, 91, 92, 95, 96, 97, 98, 99, 100]"
1120,"[1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 15, 16, 17, 19, 20, 21, 22, 23, 24, 28, 29, 30, 32, 34, 36, 38, 41, 42, 44, 45, 48, 50, 51, 52, 55, 56, 57, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 72, 73, 74, 75, 76, 78, 79, 80, 82, 83, 86, 87, 88, 90, 91, 92, 95, 96, 97, 98, 100, 101]"
1121,"[2, 4, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 22, 23, 24, 26, 28, 29, 31, 33, 34, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 48, 49, 51, 52, 59, 60, 62, 63, 64, 66, 67, 68, 69, 71, 73, 76, 77, 80, 81, 82, 83, 84, 85, 86, 87, 88, 90, 92, 93, 96, 97, 98, 100, 101]"
1122,"[7, 9, 10, 11, 12, 14, 16, 17, 18, 19, 20, 22, 23, 24, 25, 28, 29, 30, 33, 39, 40, 42, 43, 48, 49, 53, 56, 62, 63, 71, 72, 73, 74, 78, 79, 80, 81, 82, 83, 85, 87, 89, 90, 91, 93, 94, 95, 96, 97, 98, 99, 100, 101]"
1123,"[2, 18, 20, 21, 23, 26, 35, 36, 38, 39, 48, 55, 62, 63, 64, 66, 70, 78, 79, 80, 81, 82, 83, 88, 99, 100, 101]"
1124,"[1, 2, 3, 4, 6, 7, 8, 9, 10, 12, 16, 17, 18, 19, 21, 23, 25, 26, 27, 28, 32, 33, 35, 36, 38, 39, 40, 42, 45, 46, 48, 49, 50, 54, 56, 59, 62, 65, 66, 67, 72, 73, 74, 75, 76, 80, 81, 83, 85, 86, 87, 88, 89, 90, 91, 92, 94, 95, 96, 98, 101]"
1125,"[1, 4, 12, 13, 18, 19, 21, 22, 26, 28, 31, 40, 41, 43, 44, 45, 62, 74, 76, 78, 80, 81, 82, 83, 85, 87, 89, 90, 91, 92, 98, 99, 100]"
1126,"[1, 2, 3, 5, 7, 9, 10, 11, 13, 16, 18, 20, 22, 23, 24, 26, 30, 31, 33, 34, 35, 37, 38, 40, 41, 45, 52, 55, 56, 57, 62, 66, 67, 69, 70, 72, 73, 76, 78, 79, 80, 81, 82, 83, 84, 85, 87, 88, 89, 90, 91, 92, 95, 96, 98]"
1127,"[2, 3, 4, 6, 7, 8, 9, 10, 12, 13, 16, 17, 19, 20, 21, 22, 23, 25, 26, 27, 29, 30, 31, 33, 35, 39, 41, 42, 44, 45, 50, 52, 54, 55, 57, 58, 61, 62, 63, 64, 65, 67, 68, 69, 71, 72, 73, 75, 76, 77, 78, 80, 81, 82, 83, 84, 85, 86, 89, 90, 91, 92, 95, 96, 97, 98, 99, 100, 101]"
1128,"[1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 17, 22, 24, 25, 27, 28, 29, 30, 33, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 47, 48, 52, 53, 55, 56, 57, 58, 61, 62, 65, 66, 69, 70, 71, 72, 73, 74, 75, 77, 79, 80, 81, 82, 83, 85, 86, 87, 88, 89, 90, 93, 96, 97, 98, 99, 101]"
1129,"[6, 8, 10, 12, 13, 14, 15, 16, 17, 18, 21, 22, 24, 25, 26, 28, 31, 34, 35, 39, 40, 41, 44, 45, 47, 48, 49, 50, 53, 55, 56, 60, 62, 65, 66, 67, 70, 71, 73, 76, 77, 80, 85, 90, 91, 92, 93, 94, 95, 97, 100, 101]"
1130,"[1, 2, 3, 4, 5, 6, 7, 10, 12, 14, 15, 16, 17, 19, 20, 21, 24, 28, 29, 30, 31, 38, 39, 40, 41, 46, 47, 49, 50, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 65, 67, 70, 74, 75, 77, 78, 80, 81, 82, 83, 84, 86, 87, 88, 89, 90, 91, 92, 94, 95, 96, 98, 99, 101]"
1131,"[1, 2, 6, 9, 11, 13, 15, 16, 17, 18, 19, 22, 23, 27, 28, 29, 30, 31, 33, 34, 36, 41, 42, 45, 46, 48, 56, 57, 62, 63, 64, 66, 67, 68, 69, 71, 72, 73, 74, 76, 77, 78, 79, 81, 82, 83, 85, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 100]"
1132,"[2, 3, 4, 5, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 22, 24, 25, 26, 27, 29, 30, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 47, 50, 51, 52, 53, 54, 55, 58, 59, 60, 61, 62, 65, 66, 67, 68, 69, 70, 71, 72, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 90, 92, 93, 95, 96, 97, 98, 99, 100]"
1133,"[1, 3, 5, 6, 7, 9, 10, 11, 12, 13, 15, 17, 18, 23, 24, 29, 31, 32, 34, 35, 36, 37, 38, 41, 42, 44, 45, 47, 48, 49, 50, 51, 52, 53, 54, 56, 57, 59, 61, 63, 64, 67, 68, 70, 71, 72, 74, 75, 76, 77, 78, 80, 81, 82, 83, 86, 87, 89, 90, 91, 92, 93, 95, 96, 97, 98, 99, 100, 101]"
1134,"[1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 39, 40, 41, 43, 44, 45, 46, 48, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 74, 75, 76, 77, 78, 79, 81, 83, 85, 86, 87, 88, 90, 94, 95, 96, 97, 98, 99, 100]"
1135,"[1, 2, 4, 5, 6, 7, 10, 12, 17, 18, 19, 21, 22, 23, 27, 28, 29, 30, 31, 32, 34, 35, 37, 42, 44, 45, 46, 47, 49, 50, 51, 54, 56, 57, 61, 64, 66, 69, 70, 71, 72, 74, 75, 80, 81, 83, 84, 85, 86, 90, 91, 92, 94, 95, 96, 97, 98, 99, 100, 101]"
1136,"[1, 2, 3, 4, 6, 7, 8, 9, 11, 13, 15, 17, 19, 20, 21, 22, 24, 25, 26, 27, 29, 31, 33, 34, 37, 40, 43, 45, 47, 48, 49, 51, 52, 53, 55, 56, 59, 60, 61, 63, 64, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 78, 80, 82, 83, 84, 85, 86, 87, 92, 93, 94, 96, 97, 98, 99, 101]"
1137,"[1, 2, 3, 5, 6, 7, 9, 11, 12, 13, 14, 15, 17, 18, 19, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 39, 40, 41, 43, 44, 46, 48, 49, 50, 52, 55, 56, 57, 58, 59, 61, 62, 63, 64, 67, 68, 69, 70, 71, 74, 75, 76, 77, 79, 81, 82, 83, 87, 88, 89, 90, 92, 94, 97, 98, 99, 101]"
1138,"[2, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 62, 63, 64, 66, 67, 68, 69, 71, 72, 73, 75, 76, 78, 81, 82, 84, 85, 86, 87, 89, 90, 91, 92, 94, 96, 97, 98, 99, 100, 101]"
1139,"[1, 3, 4, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 43, 44, 45, 46, 48, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 61, 63, 64, 66, 67, 68, 70, 71, 72, 73, 74, 75, 77, 78, 79, 80, 81, 83, 84, 85, 86, 89, 90, 91, 92, 93, 94, 96, 98, 99, 101]"
1140,"[2, 6, 8, 9, 12, 14, 15, 18, 19, 21, 22, 23, 24, 25, 26, 28, 30, 32, 33, 34, 35, 38, 39, 40, 41, 44, 46, 48, 57, 59, 60, 61, 62, 63, 65, 66, 67, 68, 70, 71, 72, 73, 75, 76, 79, 80, 81, 82, 84, 86, 87, 88, 89, 90, 92, 94, 95, 96, 97, 99, 101]"
1141,"[1, 2, 3, 5, 6, 9, 10, 12, 13, 14, 15, 16, 17, 20, 21, 22, 26, 27, 28, 29, 30, 33, 36, 37, 38, 39, 40, 41, 42, 43, 46, 48, 50, 52, 55, 56, 60, 62, 63, 64, 65, 66, 67, 69, 70, 71, 72, 74, 76, 77, 78, 79, 80, 81, 82, 84, 85, 86, 87, 89, 90, 91, 92, 94, 95, 96, 99, 100, 101]"
1142,"[1, 2, 4, 7, 9, 10, 11, 15, 16, 18, 19, 21, 22, 23, 26, 30, 31, 32, 33, 41, 42, 43, 44, 45, 46, 49, 51, 53, 55, 56, 59, 60, 63, 65, 67, 73, 76, 79, 80, 82, 83, 86, 88, 90, 91, 94, 95, 96, 97, 98, 99, 100, 101]"
1143,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 46, 47, 49, 50, 51, 52, 53, 54, 55, 57, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 82, 83, 84, 85, 86, 87, 88, 89, 93, 94, 95, 96, 97, 99, 100, 101]"
1144,"[1, 2, 4, 6, 7, 9, 10, 13, 14, 15, 16, 18, 20, 22, 23, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 71, 72, 73, 75, 76, 77, 78, 79, 80, 82, 83, 84, 85, 87, 88, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]"
1145,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 29, 30, 33, 34, 35, 36, 37, 39, 40, 41, 42, 44, 45, 46, 48, 49, 50, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 65, 66, 67, 68, 69, 70, 72, 73, 74, 75, 76, 77, 80, 82, 84, 85, 86, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]"
1146,"[1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 29, 30, 32, 33, 39, 40, 41, 43, 45, 46, 47, 49, 52, 55, 56, 57, 61, 62, 63, 64, 66, 67, 68, 69, 70, 73, 77, 78, 80, 82, 83, 84, 85, 86, 88, 89, 91, 92, 93, 95, 98, 100, 101]"
1147,"[1, 2, 3, 5, 6, 8, 10, 11, 12, 13, 15, 18, 22, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 38, 39, 40, 41, 44, 45, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 86, 87, 88, 89, 90, 91, 92, 96, 97, 98, 100]"
1148,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 35, 36, 37, 39, 40, 42, 43, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 60, 61, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75, 77, 79, 80, 81, 82, 83, 84, 85, 86, 87, 89, 90, 91, 93, 94, 95, 96, 98, 101]"
1149,"[2, 5, 6, 7, 9, 10, 12, 13, 16, 17, 19, 20, 21, 22, 23, 26, 29, 30, 31, 32, 35, 38, 44, 45, 47, 51, 53, 57, 64, 65, 66, 67, 71, 72, 73, 74, 76, 78, 83, 85, 87, 89, 90, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]"
1150,"[2, 4, 8, 9, 11, 13, 14, 16, 17, 18, 19, 20, 23, 24, 26, 27, 30, 31, 32, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 55, 57, 63, 65, 66, 67, 68, 71, 76, 77, 79, 81, 83, 85, 87, 88, 89, 90, 91, 93, 94, 95, 97, 100, 101]"
1151,"[1, 3, 4, 5, 6, 8, 9, 10, 12, 15, 17, 18, 19, 21, 22, 23, 26, 28, 29, 30, 31, 32, 34, 37, 41, 43, 45, 46, 50, 52, 53, 60, 64, 65, 66, 67, 68, 69, 71, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 92, 94, 95, 97, 98, 100, 101]"
1152,"[3, 4, 6, 9, 10, 16, 17, 18, 19, 20, 22, 25, 26, 28, 32, 37, 40, 41, 43, 44, 45, 46, 47, 50, 52, 53, 59, 61, 63, 65, 66, 68, 70, 76, 80, 81, 83, 84, 86, 88, 90, 91, 92, 94, 95, 96, 100, 101]"
